ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3399	"ENSG00000013573"	"ENSG00000013573"	chr12	+	31089402	31090094	31089402	31089490	31089839	31090094	3399	667,493,290	8,3,1	203,286,121	0,1,0	399	50	0.00256288718278	0.017947737114064347	0.913,0.954,0.973	1.0,0.973,1.0	-0.044
3400	"ENSG00000013573"	"ENSG00000013573"	chr12	+	31089043	31090094	31089043	31089151	31089885	31090094	3400	1088,838,452	20,3,7	376,465,226	0,3,0	784	50	7.68077534501e-05	0.0010901671910819252	0.776,0.947,0.805	1.0,0.908,1.0	-0.127
3401	"ENSG00000013573"	"ENSG00000013573"	chr12	+	31089402	31090094	31089402	31089490	31089885	31090094	3401	724,530,311	1,43,14	252,300,141	1,21,3	445	50	0.892820583019	1.0	0.988,0.581,0.714	0.966,0.616,0.841	-0.047
3402	"ENSG00000013573"	"ENSG00000013573"	chr12	+	31089402	31090094	31089402	31089490	31089890	31090094	3402	730,530,312	11,6,16	252,300,142	5,16,5	450	50	0.160002584119	0.37496428681253613	0.881,0.908,0.684	0.848,0.676,0.759	0.063
3403	"ENSG00000013573"	"ENSG00000013573"	chr12	+	31103576	31104791	31103576	31103731	31103806	31104791	3403	212,226,77	111,201,102	86,108,19	22,66,20	125	50	0.173821398291	0.39777075261505707	0.433,0.31,0.232	0.61,0.396,0.275	-0.102
3404	"ENSG00000167604"	"ENSG00000167604"	chr19	-	35896725	35897058	35896725	35896831	35896912	35897058	3404	801,257,195	397,91,124	523,208,158	230,56,67	131	50	0.149930736297	0.3594870193063816	0.435,0.519,0.375	0.465,0.586,0.474	-0.065
3406	"ENSG00000114626"	"ENSG00000114626"	chr3	+	127676535	127677286	127676535	127676581	127676966	127677286	3406	82,88,50	48,29,17	231,117,88	93,48,25	435	50	0.495994750867	0.794291123869954	0.164,0.259,0.253	0.222,0.219,0.288	-0.018
3407	"ENSG00000114626"	"ENSG00000114626"	chr3	+	127676535	127677286	127676535	127676581	127677167	127677286	3407	206,193,88	0,3,0	579,251,180	0,0,0	636	50	0.770239721919	1.0	1.0,0.835,1.0	1.0,1.0,1.0	-0.055
3408	"ENSG00000114626"	"ENSG00000114626"	chr3	+	127676966	127677286	127676966	127677083	127677167	127677286	3408	33,39,6	40,26,17	79,43,26	198,56,46	134	50	0.0765093739816	0.22207742210483897	0.235,0.359,0.116	0.13,0.223,0.174	0.061
3409	"ENSG00000114626"	"ENSG00000114626"	chr3	+	127677464	127677843	127677464	127677563	127677675	127677843	3409	62,43,16	39,26,10	209,72,47	74,36,19	162	50	0.0276360460916	0.10715146651287837	0.329,0.338,0.331	0.466,0.382,0.433	-0.094
3410	"ENSG00000221983"	"ENSG00000221983"	chr19	+	18574869	18575241	18574869	18574972	18575056	18575241	3410	34,28,41	2797,2652,2884	30,7,17	3349,2681,2351	134	50	1	1.0	0.005,0.004,0.005	0.003,0.001,0.003	0.002
3411	"ENSG00000221983"	"ENSG00000221983"	chr19	+	18574869	18575241	18574869	18574972	18575102	18575241	3411	2914,2523,2710	0,0,0	3245,2209,2285	0,0,1	180	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.998	0.001
3413	"ENSG00000172717"	"ENSG00000172717"	chr14	+	67208201	67208449	67208201	67208250	67208316	67208449	3413	2,2,1	0,0,1	14,0,0	0,1,0	116	50	1	1.0	1.0,1.0,0.301	1.0,0.0,NA	0.267
3414	"ENSG00000108523"	"ENSG00000108523"	chr17	+	4940486	4940993	4940486	4940642	4940872	4940993	3414	1351,1198,1038	6,0,0	1572,1149,996	0,0,2	280	50	1	1.0	0.976,1.0,1.0	1.0,1.0,0.989	-0.004
3415	"ENSG00000108523"	"ENSG00000108523"	chr17	+	4940486	4940993	4940486	4940726	4940872	4940993	3415	805,724,643	32,15,30	964,678,587	78,23,16	196	50	0.14846375593	0.35673053720227604	0.865,0.925,0.845	0.759,0.883,0.903	0.03
3416	"ENSG00000108523"	"ENSG00000108523"	chr17	+	4940486	4940993	4940486	4940726	4940922	4940993	3416	1018,858,757	33,18,23	1254,858,699	16,19,11	246	50	0.007634123346	0.04054246574284409	0.862,0.906,0.87	0.941,0.902,0.928	-0.044
3417	"ENSG00000100650"	"ENSG00000100650"	chr14	+	69768797	69769251	69768797	69768896	69769181	69769251	3417	8829,3103,2567	3559,1975,1663	11269,4289,4502	3977,2180,2423	335	50	0.0673749119628	0.204393794830849	0.27,0.19,0.187	0.297,0.227,0.217	-0.031
3418	"ENSG00000100650"	"ENSG00000100650"	chr14	+	69769181	69770540	69769181	69769251	69769510	69770540	3418	12299,4227,2736	593,265,409	11200,5110,4919	1337,483,708	309	50	0.0459585590849	0.15685580676064506	0.77,0.721,0.52	0.575,0.631,0.529	0.092
3419	"ENSG00000100650"	"ENSG00000100650"	chr14	+	69768797	69770540	69768797	69768896	69770466	69770540	3419	70599,26410,21791	0,0,0	84944,35176,39019	0,1,0	1620	50	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
3420	"ENSG00000100650"	"ENSG00000100650"	chr14	+	69768797	69770540	69768797	69769251	69770466	69770540	3420	59550,22603,18717	887,446,363	70615,30074,33692	764,395,268	1265	50	1.49914132219e-08	1.0832431765945623e-06	0.726,0.667,0.671	0.785,0.751,0.832	-0.101
3422	"ENSG00000187583"	"ENSG00000187583"	chr1	+	970685	971006	970685	970758	970878	971006	3422	15,25,22	6,8,4	8,12,8	0,3,0	170	50	0.00835730611364	0.04304102900210493	0.424,0.479,0.618	1.0,0.541,1.0	-0.34
3423	"ENSG00000215021"	"ENSG00000215021"	chr12	-	6967675	6968021	6967675	6967779	6967891	6968021	3423	229,153,186	407,309,246	288,190,170	457,261,273	162	50	0.358418629039	0.6464820128165624	0.148,0.133,0.189	0.163,0.183,0.161	-0.012
3424	"ENSG00000215021"	"ENSG00000215021"	chr12	-	6970195	6970645	6970195	6970280	6970416	6970645	3424	77,33,29	347,292,276	139,18,51	526,265,222	186	50	0.0677212428224	0.20479556564364337	0.056,0.029,0.027	0.066,0.018,0.058	-0.01
3425	"ENSG00000184371"	"ENSG00000184371"	chr1	+	109923165	109924190	109923165	109923711	109924059	109924190	3425	3397,1475,1242	9,2,3	3600,2174,2049	16,5,4	398	50	0.269916322028	0.5363462248964717	0.979,0.989,0.981	0.966,0.982,0.985	0.005
3426	"ENSG00000174744"	"ENSG00000174744"	chr11	-	66338242	66338785	66338242	66338282	66338720	66338785	3426	89,84,52	115,116,106	26,55,26	129,81,50	488	50	0.00356335482625	0.02283992905833028	0.073,0.069,0.048	0.02,0.065,0.051	0.018
3427	"ENSG00000174744"	"ENSG00000174744"	chr11	-	66340773	66341046	66340773	66340870	66340966	66341046	3427	7,3,6	148,110,128	9,10,10	174,87,64	146	50	0.0120873850128	0.05724403090967547	0.016,0.009,0.016	0.017,0.038,0.051	-0.022
3428	"ENSG00000174744"	"ENSG00000174744"	chr11	-	66340773	66341333	66340773	66340870	66341205	66341333	3428	126,69,49	0,1,0	156,86,52	0,0,0	385	50	1	1.0	1.0,0.9,1.0	1.0,1.0,1.0	-0.033
3429	"ENSG00000174744"	"ENSG00000174744"	chr11	-	66340773	66341333	66340773	66341046	66341205	66341333	3429	14,11,6	119,78,78	24,18,10	117,63,58	209	50	0.00749779790418	0.040041431360620855	0.027,0.033,0.018	0.047,0.064,0.04	-0.024
3430	"ENSG00000135363"	"ENSG00000135363"	chr11	-	33869345	33869987	33869345	33869586	33869709	33869987	3430	63,23,34	5,0,0	149,47,49	5,1,0	173	50	0.490335202157	0.7881390559780024	0.785,1.0,1.0	0.896,0.931,1.0	-0.014
3431	"ENSG00000120833"	"ENSG00000120833"	chr12	+	93572684	93576206	93572684	93573036	93574721	93576206	3431	1946,549,491	281,109,143	1033,561,351	150,73,81	1735	50	0.093361239958	0.2544311112727268	0.166,0.127,0.09	0.166,0.181,0.111	-0.025
3432	"ENSG00000110492"	"ENSG00000110492"	chr11	+	46381710	46382133	46381710	46381885	46382056	46382133	3432	333,196,251	9,17,12	373,273,240	59,23,18	221	50	0.00339801061764	0.022047772293231505	0.893,0.723,0.826	0.589,0.729,0.751	0.124
3434	"ENSG00000149582"	"ENSG00000149582"	chr11	+	118531191	118531871	118531191	118531234	118531774	118531871	3434	120,115,108	41,31,31	359,277,251	42,51,42	590	50	0.000122866378463	0.001570089937036278	0.199,0.239,0.228	0.42,0.315,0.336	-0.135
3435	"ENSG00000149582"	"ENSG00000149582"	chr11	+	118531191	118531871	118531191	118531234	118531777	118531871	3435	120,115,108	11,8,4	359,277,251	23,16,4	593	50	0.310801280954	0.5891141927144777	0.479,0.548,0.695	0.568,0.593,0.841	-0.093
3436	"ENSG00000161638"	"ENSG00000161638"	chr12	-	54403186	54403779	54403186	54403324	54403624	54403779	3436	77,12,10	273,40,39	107,18,13	238,26,44	350	50	0.0115938616079	0.05556897086238703	0.039,0.041,0.035	0.06,0.09,0.04	-0.025
3437	"ENSG00000161638"	"ENSG00000161638"	chr12	-	54404429	54404894	54404429	54404475	54404702	54404894	3437	265,27,47	183,19,38	538,36,84	61,16,17	277	50	2.18389594165e-05	0.00038150182218787	0.207,0.204,0.183	0.614,0.289,0.471	-0.26
3439	"ENSG00000136279"	"ENSG00000136279"	chr7	+	44057781	44058280	44057781	44057859	44058128	44058280	3439	83,92,41	316,304,278	91,52,50	189,169,165	319	50	0.00256001462786	0.017947737114064347	0.04,0.045,0.023	0.07,0.046,0.045	-0.018
3440	"ENSG00000136279"	"ENSG00000136279"	chr7	+	44058431	44058983	44058431	44058480	44058901	44058983	3440	108,67,29	315,278,254	61,46,47	184,205,174	471	50	0.319057954562	0.5988826178083876	0.035,0.025,0.012	0.034,0.023,0.028	-0.004
3441	"ENSG00000131748"	"ENSG00000131748"	chr17	+	39657972	39658522	39657972	39658026	39658404	39658522	3441	353,174,111	82,68,57	449,253,178	99,62,48	428	50	0.0266242172338	0.10439688624557823	0.335,0.23,0.185	0.346,0.323,0.302	-0.074
3442	"ENSG00000131748"	"ENSG00000131748"	chr17	+	39657972	39658522	39657972	39658026	39658412	39658522	3442	367,196,127	17,12,7	476,263,183	55,2,7	436	50	0.572932725743	0.866851576481081	0.712,0.652,0.675	0.498,0.938,0.75	-0.049
3443	"ENSG00000131748"	"ENSG00000131748"	chr17	+	39662250	39663484	39662250	39662344	39662803	39663484	3443	77,88,59	144,94,65	76,75,47	168,102,77	509	50	0.0843278851505	0.23642544637432952	0.05,0.084,0.082	0.043,0.067,0.057	0.016
3444	"ENSG00000131748"	"ENSG00000131748"	chr17	+	39662250	39663484	39662250	39662367	39662803	39663484	3444	75,86,57	1,6,2	76,74,44	0,1,0	486	50	4.18656983301e-05	0.0006611176004511487	0.885,0.596,0.746	1.0,0.884,1.0	-0.219
3445	"ENSG00000142910"	"ENSG00000142910"	chr1	+	31583148	31583575	31583148	31583241	31583460	31583575	3445	36,20,23	100,27,24	22,9,26	7,13,21	269	50	0.00642003836062	0.0352326385981551	0.063,0.121,0.151	0.369,0.114,0.187	-0.112
3446	"ENSG00000142910"	"ENSG00000142910"	chr1	+	31583148	31584801	31583148	31583575	31584677	31584801	3446	206,76,41	116,38,30	40,54,55	48,20,28	1152	50	0.480291188672	0.7790845846179482	0.072,0.08,0.056	0.035,0.105,0.079	-0.004
3447	"ENSG00000142910"	"ENSG00000142910"	chr1	+	31584885	31585340	31584885	31585036	31585150	31585340	3447	11,6,4	57,18,24	0,0,3	14,11,16	164	50	0.00280002058824	0.01924106366760311	0.056,0.092,0.048	0.0,0.0,0.054	0.047
3448	"ENSG00000142910"	"ENSG00000142910"	chr1	+	31585439	31585876	31585439	31585485	31585752	31585876	3448	43,9,9	90,24,28	11,11,12	7,4,23	317	50	0.0125249738653	0.05879094523977923	0.07,0.056,0.048	0.199,0.303,0.076	-0.135
3449	"ENSG00000142910"	"ENSG00000142910"	chr1	+	31585439	31586755	31585439	31585485	31586709	31586755	3449	452,150,167	5,1,4	255,95,135	0,0,0	1274	50	1.2986325777e-06	4.1845802453049325e-05	0.78,0.855,0.621	1.0,1.0,1.0	-0.248
3450	"ENSG00000142910"	"ENSG00000142910"	chr1	+	31585439	31586755	31585439	31585876	31586709	31586755	3450	270,100,117	107,26,22	181,63,83	56,15,30	883	50	0.821615236971	1.0	0.125,0.179,0.231	0.155,0.192,0.135	0.018
3451	"ENSG00000110497"	"ENSG00000110497"	chr11	-	46541944	46543398	46541944	46542981	46543251	46543398	3451	138,51,64	41,25,30	114,68,44	33,26,24	320	50	0.879878509472	1.0	0.345,0.242,0.25	0.351,0.29,0.223	-0.009
3452	"ENSG00000124920"	"ENSG00000124920"	chr11	+	61778828	61779570	61778828	61779423	61779497	61779570	3452	4,1,5	0,1,4	0,3,1	0,1,0	124	50	1	1.0	1.0,0.287,0.335	NA,0.547,1.0	-0.233
3453	"ENSG00000134574"	"ENSG00000134574"	chr11	+	47234756	47235412	47234756	47234934	47235269	47235412	3453	349,248,152	67,51,48	316,211,222	43,21,30	385	50	0.000710368529549	0.006514899071959963	0.404,0.387,0.291	0.488,0.566,0.49	-0.154
3454	"ENSG00000181929"	"ENSG00000181929"	chr12	-	49004506	49005018	49004506	49004633	49004963	49005018	3454	23,11,5	248,90,75	54,24,13	178,72,71	380	50	3.66127729912e-07	1.4923616614960068e-05	0.012,0.016,0.009	0.038,0.042,0.024	-0.022
3455	"ENSG00000181929"	"ENSG00000181929"	chr12	-	49005305	49005543	49005305	49005364	49005461	49005543	3455	13,7,11	258,206,200	32,14,22	319,161,161	147	50	0.000254501921361	0.0027901601447600207	0.017,0.011,0.018	0.033,0.029,0.044	-0.02
3456	"ENSG00000181929"	"ENSG00000181929"	chr12	-	49005305	49005543	49005305	49005391	49005461	49005543	3456	11,5,9	0,1,0	32,13,16	0,0,5	120	50	0.0514538160219	0.17005076133641103	1.0,0.676,1.0	1.0,1.0,0.571	0.035
3457	"ENSG00000223705"	"ENSG00000223705"	chr7	+	75412788	75415023	75412788	75412932	75414884	75415023	3457	1141,933,628	23,20,23	1276,1179,937	19,34,36	2002	50	0.872658225508	1.0	0.553,0.538,0.405	0.626,0.464,0.394	0.004
3458	"ENSG00000223705"	"ENSG00000223705"	chr7	+	75415591	75416191	75415591	75415770	75415980	75416191	3458	343,353,224	12,12,6	542,448,311	13,15,14	260	50	0.949428281168	1.0	0.846,0.85,0.878	0.889,0.852,0.81	0.008
3459	"ENSG00000223705"	"ENSG00000223705"	chr7	+	75415591	75416191	75415591	75415778	75415980	75416191	3459	341,347,215	32,22,9	540,446,304	0,22,23	252	50	0.0155471372632	0.06890733978457324	0.679,0.758,0.826	1.0,0.801,0.724	-0.087
3460	"ENSG00000223705"	"ENSG00000223705"	chr7	+	75415591	75416191	75415591	75415770	75416102	75416191	3460	477,514,331	0,0,0	764,649,416	0,4,0	382	50	0.917892500686	1.0	1.0,1.0,1.0	1.0,0.955,1.0	0.015
3461	"ENSG00000223705"	"ENSG00000223705"	chr7	+	75415980	75416191	75415980	75416030	75416102	75416191	3461	134,161,107	8,1,2	214,201,105	0,3,7	122	50	0.529928135789	0.8250823635578651	0.873,0.985,0.956	1.0,0.965,0.86	-0.004
3462	"ENSG00000175267"	"ENSG00000175267"	chr16	+	22100193	22100493	22100193	22100318	22100415	22100493	3462	1,1,5	7,0,3	0,1,1	0,2,0	147	50	1	1.0	0.046,1.0,0.362	NA,0.145,1.0	-0.103
3463	"ENSG00000161513"	"ENSG00000161513"	chr17	-	74863895	74864347	74863895	74864067	74864147	74864347	3463	3,9,6	66,58,51	9,11,3	56,25,23	130	50	0.0316352198605	0.11832812824684273	0.017,0.056,0.043	0.058,0.145,0.048	-0.045
3464	"ENSG00000080189"	"ENSG00000080189"	chr20	-	46349527	46350890	46349527	46350524	46350760	46350890	3464	302,203,115	131,108,79	410,145,209	192,84,75	286	50	0.325616367642	0.6062687538193995	0.287,0.247,0.203	0.272,0.232,0.328	-0.032
3465	"ENSG00000080189"	"ENSG00000080189"	chr20	-	46358386	46358763	46358386	46358558	46358690	46358763	3465	405,283,238	3,2,4	451,259,189	11,4,5	182	50	0.0207137393511	0.08711095499593996	0.974,0.975,0.942	0.918,0.947,0.912	0.038
3467	"ENSG00000115556"	"ENSG00000115556"	chr2	+	218628028	218629663	218628028	218628230	218629518	218629663	3467	182,356,159	5,11,4	63,216,122	0,12,2	1338	50	0.601428724113	0.8899204422261547	0.576,0.547,0.598	1.0,0.402,0.695	-0.125
3468	"ENSG00000115556"	"ENSG00000115556"	chr2	+	218633604	218634221	218633604	218633761	218634104	218634221	3468	171,212,188	10,14,2	250,163,167	0,3,0	393	50	1.59874353312e-06	5.0160578351640004e-05	0.685,0.658,0.923	1.0,0.874,1.0	-0.203
3469	"ENSG00000115556"	"ENSG00000115556"	chr2	+	218636470	218637173	218636470	218636578	218636859	218637173	3469	355,492,325	0,2,2	336,302,230	0,2,0	331	50	0.537851469522	0.8344221399318211	1.0,0.974,0.961	1.0,0.958,1.0	-0.008
3470	"ENSG00000115556"	"ENSG00000115556"	chr2	+	218636470	218637181	218636470	218636578	218636918	218637181	3470	383,583,375	0,2,0	387,349,257	0,0,0	390	50	1	1.0	1.0,0.974,1.0	1.0,1.0,1.0	-0.009
3471	"ENSG00000026025"	"ENSG00000026025"	chr10	+	17235168	17236379	17235168	17235389	17235845	17236379	3471	4582,2554,2538	4579,3640,3715	1283,1045,1306	1477,1095,1140	506	50	0.00952967950673	0.0478979620092888	0.09,0.065,0.063	0.079,0.086,0.102	-0.016
3472	"ENSG00000026025"	"ENSG00000026025"	chr10	+	17235845	17236379	17235845	17235889	17236293	17236379	3472	5193,3085,3179	6755,4388,4634	1537,1387,1820	1418,1371,1569	454	50	1.59370822428e-06	5.0160578351640004e-05	0.078,0.072,0.07	0.107,0.1,0.113	-0.033
3473	"ENSG00000089053"	"ENSG00000089053"	chr12	-	121318276	121318608	121318276	121318351	121318500	121318608	3473	708,567,551	34,14,21	805,545,406	37,18,21	199	50	0.457815428299	0.7568182364644117	0.84,0.911,0.868	0.845,0.884,0.829	0.02
3474	"ENSG00000089053"	"ENSG00000089053"	chr12	-	121318276	121318608	121318276	121318404	121318500	121318608	3474	274,165,183	91,38,46	290,196,166	125,41,47	146	50	0.626651233369	0.9080825681971318	0.508,0.598,0.577	0.443,0.621,0.547	0.024
3475	"ENSG00000089053"	"ENSG00000089053"	chr12	-	121318276	121318608	121318276	121318424	121318500	121318608	3475	123,63,77	519,327,329	103,82,59	496,385,311	126	50	0.508322931384	0.8069880358755979	0.086,0.071,0.085	0.076,0.078,0.07	0.006
3476	"ENSG00000089053"	"ENSG00000089053"	chr12	-	121327095	121328497	121327095	121327231	121328315	121328497	3476	1479,978,455	402,222,272	1601,1473,1035	338,255,218	1134	50	2.65445159886e-06	7.625951611423698e-05	0.14,0.163,0.069	0.173,0.203,0.173	-0.059
3477	"ENSG00000089053"	"ENSG00000089053"	chr12	-	121345838	121347005	121345838	121346031	121346895	121347005	3477	2937,1329,1337	370,161,152	2742,1816,1968	481,142,104	914	50	0.199988804481	0.43804009075232875	0.303,0.311,0.325	0.238,0.412,0.509	-0.073
3478	"ENSG00000228065"	"ENSG00000228065"	chr10	+	65585484	65585802	65585484	65585567	65585664	65585802	3478	5,7,22	11,8,5	19,2,26	14,11,6	147	50	0.980909809765	1.0	0.134,0.229,0.599	0.316,0.058,0.596	-0.003
3479	"ENSG00000116670"	"ENSG00000116670"	chr1	-	11680352	11680613	11680352	11680471	11680561	11680613	3479	17,1,9	103,126,82	24,8,8	75,134,65	140	50	0.0472319210436	0.1598644651929939	0.056,0.003,0.038	0.103,0.021,0.042	-0.023
3483	"ENSG00000062822"	"ENSG00000062822"	chr19	+	50401998	50402373	50401998	50402124	50402204	50402373	3483	27,17,28	39,75,41	53,22,32	44,56,25	130	50	0.033340554338	0.12402582187045398	0.21,0.08,0.208	0.317,0.131,0.33	-0.093
3484	"ENSG00000062822"	"ENSG00000062822"	chr19	+	50415723	50416528	50415723	50415826	50416395	50416528	3484	378,242,389	20,44,53	448,255,314	34,37,30	619	50	0.732275443116	1.0	0.604,0.308,0.372	0.516,0.358,0.458	-0.016
3485	"ENSG00000106261"	"ENSG00000106261"	chr7	+	100023418	100023932	100023418	100023461	100023551	100023932	3485	281,130,81	0,5,2	170,142,101	0,2,5	140	50	1	1.0	1.0,0.903,0.935	1.0,0.962,0.878	-0.001
3486	"ENSG00000145431"	"ENSG00000145431"	chr4	-	156767772	156767990	156767772	156767876	156767961	156767990	3486	892,162,189	32,3,1	1751,487,674	9,10,11	135	50	0.000417298848504	0.00419654443387336	0.912,0.952,0.986	0.986,0.947,0.958	-0.014
3487	"ENSG00000145431"	"ENSG00000145431"	chr4	-	156810836	156811017	156810836	156810868	156810952	156811017	3487	814,165,160	19,4,0	1869,466,501	30,13,7	134	50	0.878540670025	1.0	0.941,0.939,1.0	0.959,0.93,0.964	0.009
3488	"ENSG00000162910"	"ENSG00000162910"	chr1	-	228108436	228109016	228108436	228108508	228108954	228109016	3488	601,379,366	3,0,0	747,457,570	0,0,0	496	50	1	1.0	0.953,1.0,1.0	1.0,1.0,1.0	-0.016
3489	"ENSG00000162910"	"ENSG00000162910"	chr1	-	228108436	228109021	228108436	228108474	228108954	228109021	3489	645,418,384	4,7,9	793,500,608	3,6,3	530	50	0.0270801617585	0.10542472769492775	0.938,0.849,0.801	0.961,0.887,0.95	-0.07
3490	"ENSG00000014216"	"ENSG00000014216"	chr11	+	65209848	65210096	65209848	65209917	65210017	65210096	3490	28,34,22	592,509,573	29,27,16	621,387,380	150	50	0.908535828336	1.0	0.016,0.022,0.013	0.015,0.023,0.014	-0.0
3491	"ENSG00000014216"	"ENSG00000014216"	chr11	+	65210813	65212005	65210813	65210872	65211259	65212005	3491	78,237,154	425,450,471	99,175,112	365,328,338	437	50	0.41162367747	0.7094446396293567	0.021,0.057,0.036	0.03,0.058,0.037	-0.004
3492	"ENSG00000111077"	"ENSG00000111077"	chr12	+	53058315	53058637	53058315	53058445	53058571	53058637	3492	41,24,14	118,31,24	186,33,59	153,113,113	176	50	0.210587952532	0.45443164960412125	0.09,0.18,0.142	0.257,0.077,0.129	-0.017
3493	"ENSG00000111077"	"ENSG00000111077"	chr12	+	53059046	53060258	53059046	53059971	53060166	53060258	3493	612,143,123	24,5,0	948,386,484	3,3,14	245	50	0.00460620162549	0.027666216060405303	0.839,0.854,1.0	0.985,0.963,0.876	-0.044
3494	"ENSG00000111077"	"ENSG00000111077"	chr12	+	53060674	53061264	53060674	53060759	53060848	53061264	3494	300,108,96	15,2,2	601,267,325	12,4,11	139	50	0.21446378657	0.4602960387724258	0.878,0.951,0.945	0.947,0.96,0.914	-0.016
3495	"ENSG00000111077"	"ENSG00000111077"	chr12	+	53062619	53063257	53062619	53062691	53063088	53063257	3495	236,97,69	0,2,0	527,289,319	0,0,0	447	50	1	1.0	1.0,0.844,1.0	1.0,1.0,1.0	-0.052
3496	"ENSG00000111077"	"ENSG00000111077"	chr12	+	53062619	53063257	53062619	53062697	53063088	53063257	3496	217,89,66	121,51,43	482,275,299	181,121,109	441	50	0.00244516739634	0.01732689942517899	0.169,0.165,0.148	0.232,0.205,0.237	-0.064
3497	"ENSG00000100242"	"ENSG00000100242"	chr22	-	38740266	38741050	38740266	38740432	38740888	38741050	3497	1665,732,649	2,1,0	1355,838,767	0,5,0	506	50	0.73760480972	1.0	0.988,0.986,1.0	1.0,0.943,1.0	0.01
3498	"ENSG00000100242"	"ENSG00000100242"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	3498	1984,885,811	183,165,195	1687,1071,944	199,224,99	624	50	0.505712606181	0.8033788870343734	0.465,0.301,0.25	0.405,0.277,0.433	-0.033
3499	"ENSG00000100242"	"ENSG00000100242"	chr22	-	38750897	38751373	38750897	38751035	38751209	38751373	3499	8,18,12	103,133,93	44,9,10	150,120,49	224	50	0.0219711978943	0.09095541906069157	0.017,0.029,0.028	0.061,0.016,0.044	-0.016
3500	"ENSG00000161999"	"ENSG00000161999"	chr16	-	683321	683598	683321	683441	683529	683598	3500	101,87,46	89,100,85	94,81,41	122,74,75	138	50	0.758319889622	1.0	0.291,0.24,0.164	0.218,0.284,0.165	0.009
3501	"ENSG00000161999"	"ENSG00000161999"	chr16	-	683684	683909	683684	683781	683860	683909	3501	38,28,25	94,91,65	23,23,15	118,63,53	129	50	0.103224396272	0.273943876361251	0.135,0.107,0.13	0.07,0.124,0.099	0.026
3502	"ENSG00000161999"	"ENSG00000161999"	chr16	-	683684	684155	683684	683781	683909	684155	3502	48,39,40	7,6,2	50,42,16	0,6,7	178	50	0.90382027091	1.0	0.658,0.646,0.849	1.0,0.663,0.391	0.033
